window_start,window_end,n_members,subsample_fraction,dominant_iau,dominant_iau_fraction,sporadic_fraction,q_med,e_med,i_med,peri_med,node_med,vgeo_med,thr_d_sh,thr_d_d,thr_d_h
47.0,49.0,18,0.4221,GAQ,0.944,0.056,0.9837,0.9041,122.921,198.787,48.165,61.983,0.12584,0.05416,0.07651
48.0,50.0,1806,0.4178,ETA,0.952,0.048,0.5946,0.9312,163.349,98.41,48.898,65.518,0.09266,0.06857,0.0915
48.0,50.0,259,0.4178,ELY,0.892,0.108,0.9991,0.9548,74.632,191.822,49.293,44.136,0.09266,0.06857,0.0915
48.0,50.0,1506,0.4178,,0.0,0.916,0.5666,0.7692,6.417,225.858,49.523,23.506,0.09266,0.06857,0.0915
48.0,50.0,14,0.4178,EPS,0.643,0.357,0.1214,0.9527,16.336,144.462,229.014,38.675,0.09266,0.06857,0.0915
48.0,50.0,11,0.4178,,0.0,1.0,0.2611,0.9836,31.141,299.408,48.877,38.967,0.09266,0.06857,0.0915
48.0,50.0,39,0.4178,GAQ,0.795,0.205,0.9858,0.9049,122.624,198.246,48.977,61.845,0.09266,0.06857,0.0915
48.0,50.0,20,0.4178,BAQ,0.9,0.1,0.9369,0.9473,157.218,148.44,48.696,68.896,0.09266,0.06857,0.0915
48.0,50.0,15,0.4178,,0.0,1.0,0.9043,0.6341,3.901,136.808,48.97,11.95,0.09266,0.06857,0.0915
48.0,50.0,27,0.4178,PCY,0.704,0.296,1.0067,0.9426,65.784,173.792,48.978,39.728,0.09266,0.06857,0.0915
48.0,50.0,27,0.4178,MUC,0.481,0.222,1.0074,0.9353,106.526,174.444,49.147,57.145,0.09266,0.06857,0.0915
48.0,50.0,24,0.4178,OMC,0.833,0.167,0.5594,0.9653,151.318,84.659,229.021,64.793,0.09266,0.06857,0.0915
48.0,50.0,12,0.4178,,0.0,1.0,1.008,0.606,6.872,180.316,228.917,8.918,0.09266,0.06857,0.0915
48.0,50.0,8,0.4178,,0.0,1.0,1.0095,0.8403,115.432,180.581,49.325,59.052,0.09266,0.06857,0.0915
48.0,50.0,15,0.4178,,0.0,1.0,0.9755,0.652,15.72,23.94,229.216,13.437,0.09266,0.06857,0.0915
48.0,50.0,9,0.4178,TVU,1.0,0.0,1.0046,0.9022,94.062,188.255,48.357,52.074,0.09266,0.06857,0.0915
49.0,51.0,1454,0.4726,ETA,0.935,0.065,0.6021,0.9296,163.335,99.315,49.866,65.555,0.13001,0.06668,0.12388
49.0,51.0,1932,0.4726,,0.0,0.921,0.6322,0.7622,7.881,211.975,50.563,23.114,0.13001,0.06668,0.12388
49.0,51.0,8,0.4726,,0.0,1.0,0.1059,0.9386,22.407,328.216,50.512,37.717,0.13001,0.06668,0.12388
49.0,51.0,9,0.4726,,0.0,1.0,0.8032,0.7608,32.763,238.356,49.489,25.483,0.13001,0.06668,0.12388
49.0,51.0,502,0.4726,ELY,0.737,0.207,0.9989,0.9531,74.088,191.966,50.019,43.838,0.13001,0.06668,0.12388
49.0,51.0,26,0.4726,,0.0,0.654,0.9459,0.8943,89.567,210.106,49.515,50.131,0.13001,0.06668,0.12388
49.0,51.0,10,0.4726,,0.0,1.0,0.9656,0.909,106.212,205.013,50.071,56.5,0.13001,0.06668,0.12388
49.0,51.0,128,0.4726,,0.0,0.516,0.9994,0.915,123.288,187.468,49.929,61.531,0.13001,0.06668,0.12388
49.0,51.0,15,0.4726,,0.0,1.0,0.9351,0.8735,149.486,212.645,49.868,66.69,0.13001,0.06668,0.12388
49.0,51.0,44,0.4726,OMC,0.727,0.273,0.5693,0.9681,151.177,83.162,230.218,64.941,0.13001,0.06668,0.12388
49.0,51.0,21,0.4726,,0.0,0.571,0.9441,0.9382,155.576,149.927,50.291,68.79,0.13001,0.06668,0.12388
49.0,51.0,29,0.4726,,0.0,0.69,0.7782,0.9585,86.689,238.034,50.039,49.387,0.13001,0.06668,0.12388
49.0,51.0,13,0.4726,,0.0,1.0,0.5668,0.9913,122.31,263.654,50.34,59.927,0.13001,0.06668,0.12388
49.0,51.0,11,0.4726,,0.0,1.0,0.4019,0.9393,139.593,102.544,230.278,60.732,0.13001,0.06668,0.12388
49.0,51.0,14,0.4726,,0.0,1.0,0.6027,0.9548,53.902,259.561,49.859,37.889,0.13001,0.06668,0.12388
49.0,51.0,24,0.4726,,0.0,1.0,0.8089,0.8623,140.864,235.601,50.111,64.624,0.13001,0.06668,0.12388
49.0,51.0,9,0.4726,,0.0,1.0,0.8565,0.9848,95.217,46.571,230.229,52.977,0.13001,0.06668,0.12388
49.0,51.0,9,0.4726,,0.0,1.0,0.8795,0.8664,119.941,137.177,49.741,59.309,0.13001,0.06668,0.12388
49.0,51.0,15,0.4726,,0.0,1.0,0.713,0.8953,119.247,247.299,49.965,59.014,0.13001,0.06668,0.12388
49.0,51.0,9,0.4726,,0.0,1.0,0.7046,0.9211,161.572,247.72,49.605,67.012,0.13001,0.06668,0.12388
49.0,51.0,8,0.4726,,0.0,1.0,0.9172,0.7745,51.815,217.503,50.348,32.506,0.13001,0.06668,0.12388
49.0,51.0,9,0.4726,,0.0,1.0,0.8293,0.94,110.676,230.925,49.587,57.955,0.13001,0.06668,0.12388
49.0,51.0,8,0.4726,MBC,0.75,0.25,0.6166,0.9335,169.894,259.289,49.549,66.327,0.13001,0.06668,0.12388
50.0,52.0,3777,0.5401,,0.0,0.821,0.8469,0.8381,19.316,193.213,51.355,32.41,0.18724,0.07614,0.19037
50.0,52.0,1226,0.5401,ETA,0.917,0.083,0.6119,0.9341,163.223,100.425,50.768,65.688,0.18724,0.07614,0.19037
50.0,52.0,42,0.5401,,0.0,0.548,0.6038,0.9415,166.494,260.862,50.912,65.754,0.18724,0.07614,0.19037
50.0,52.0,23,0.5401,,0.0,1.0,0.6984,0.9135,114.187,70.179,231.03,57.729,0.18724,0.07614,0.19037
50.0,52.0,13,0.5401,,0.0,1.0,0.259,0.978,161.094,300.768,50.373,61.057,0.18724,0.07614,0.19037
50.0,52.0,23,0.5401,,0.0,1.0,0.477,0.9498,107.81,276.109,50.943,55.414,0.18724,0.07614,0.19037
50.0,52.0,19,0.5401,,0.0,1.0,0.3509,0.9492,136.347,109.655,230.832,59.837,0.18724,0.07614,0.19037
50.0,52.0,8,0.5401,,0.0,1.0,0.459,0.9719,155.822,276.103,50.965,63.946,0.18724,0.07614,0.19037
50.0,52.0,12,0.5401,,0.0,1.0,0.51,0.9699,52.361,270.428,50.858,38.664,0.18724,0.07614,0.19037
50.0,52.0,8,0.5401,,0.0,1.0,0.461,0.9452,69.763,277.488,50.991,44.753,0.18724,0.07614,0.19037
50.0,52.0,13,0.5401,,0.0,1.0,0.9091,0.9308,120.556,322.189,230.67,61.132,0.18724,0.07614,0.19037
51.0,53.0,3413,0.6031,,0.0,0.858,0.7892,0.8132,11.955,201.844,52.37,28.449,0.19545,0.09624,0.14702
51.0,53.0,28,0.6031,BAQ,0.679,0.321,0.9537,0.9229,157.097,152.472,51.763,68.86,0.19545,0.09624,0.14702
51.0,53.0,49,0.6031,,0.0,1.0,0.5199,0.9498,63.328,269.278,52.005,41.385,0.19545,0.09624,0.14702
51.0,53.0,135,0.6031,,0.0,0.548,0.5791,0.9363,149.922,81.898,232.384,64.061,0.19545,0.09624,0.14702
51.0,53.0,65,0.6031,,0.0,1.0,0.4041,0.9421,156.599,282.834,52.058,62.239,0.19545,0.09624,0.14702
51.0,53.0,12,0.6031,,0.0,1.0,0.6876,0.9516,134.121,109.799,51.46,62.854,0.19545,0.09624,0.14702
51.0,53.0,108,0.6031,,0.0,0.778,0.7403,0.917,159.224,243.592,51.975,66.029,0.19545,0.09624,0.14702
51.0,53.0,8,0.6031,,0.0,1.0,0.5781,0.9447,111.062,263.571,52.288,56.976,0.19545,0.09624,0.14702
51.0,53.0,21,0.6031,,0.0,1.0,0.4207,0.9281,105.777,282.656,52.19,54.311,0.19545,0.09624,0.14702
51.0,53.0,21,0.6031,,0.0,1.0,0.4365,0.9492,136.656,99.379,232.058,60.605,0.19545,0.09624,0.14702
51.0,53.0,13,0.6031,,0.0,1.0,0.984,0.8685,138.215,19.543,231.375,65.332,0.19545,0.09624,0.14702
51.0,53.0,14,0.6031,,0.0,1.0,0.3184,0.9731,135.341,292.655,52.075,58.999,0.19545,0.09624,0.14702
51.0,53.0,8,0.6031,,0.0,1.0,0.8492,0.8849,128.994,131.656,52.222,62.073,0.19545,0.09624,0.14702
51.0,53.0,18,0.6031,,0.0,1.0,1.0068,0.9223,175.367,185.03,52.087,70.467,0.19545,0.09624,0.14702
51.0,53.0,10,0.6031,,0.0,1.0,0.8746,0.944,95.623,43.492,231.502,52.844,0.19545,0.09624,0.14702
51.0,53.0,8,0.6031,,0.0,1.0,0.8788,0.9927,109.246,137.36,52.38,57.1,0.19545,0.09624,0.14702
51.0,53.0,8,0.6031,,0.0,1.0,0.4695,0.8905,124.431,277.825,52.449,57.764,0.19545,0.09624,0.14702
51.0,53.0,957,0.6031,ETA,0.897,0.103,0.6188,0.9318,163.047,101.292,51.797,65.742,0.19545,0.09624,0.14702
51.0,53.0,11,0.6031,,0.0,1.0,0.5868,0.9778,85.433,81.049,231.583,49.717,0.19545,0.09624,0.14702
52.0,54.0,4763,0.6076,,0.0,0.757,0.6601,0.8498,25.015,189.275,53.27,33.694,0.19984,0.07753,0.17966
52.0,54.0,11,0.6076,,0.0,1.0,0.8094,0.936,62.972,126.04,52.874,39.747,0.19984,0.07753,0.17966
52.0,54.0,22,0.6076,,0.0,1.0,0.3393,0.9326,160.809,292.932,52.778,61.483,0.19984,0.07753,0.17966
52.0,54.0,365,0.6076,,0.0,0.803,0.7199,0.9187,142.881,85.813,233.034,63.666,0.19984,0.07753,0.17966
52.0,54.0,45,0.6076,,0.0,1.0,0.9111,0.9363,92.034,37.193,232.959,52.468,0.19984,0.07753,0.17966
52.0,54.0,12,0.6076,,0.0,1.0,0.8526,0.8833,141.272,310.96,232.538,64.93,0.19984,0.07753,0.17966
52.0,54.0,8,0.6076,,0.0,1.0,0.5752,0.9918,104.361,82.019,232.852,55.555,0.19984,0.07753,0.17966
52.0,54.0,10,0.6076,NOC,1.0,0.0,0.0897,0.9617,37.391,30.984,53.478,40.374,0.19984,0.07753,0.17966
52.0,54.0,11,0.6076,,0.0,1.0,0.4492,0.95,62.747,98.439,233.017,41.927,0.19984,0.07753,0.17966
52.0,54.0,11,0.6076,,0.0,1.0,0.6423,0.926,67.411,104.5,53.134,42.375,0.19984,0.07753,0.17966
53.0,55.0,5555,0.5938,,0.0,0.784,0.6572,0.8626,43.453,179.821,54.458,37.951,0.20796,0.10944,0.21506
53.0,55.0,17,0.5938,,0.0,1.0,0.5694,0.9045,73.266,86.747,234.211,43.481,0.20796,0.10944,0.21506
53.0,55.0,28,0.5938,,0.0,1.0,0.6529,0.8955,65.12,104.04,53.855,40.792,0.20796,0.10944,0.21506
53.0,55.0,16,0.5938,,0.0,1.0,0.3995,0.9676,73.274,75.832,54.023,45.599,0.20796,0.10944,0.21506
53.0,55.0,17,0.5938,,0.0,1.0,0.5329,0.9134,157.791,270.978,233.518,63.384,0.20796,0.10944,0.21506
53.0,55.0,9,0.5938,NOC,1.0,0.0,0.0891,0.9645,37.932,30.977,53.594,40.808,0.20796,0.10944,0.21506
53.0,55.0,18,0.5938,,0.0,1.0,1.0045,0.8998,69.564,10.528,233.896,40.849,0.20796,0.10944,0.21506
53.0,55.0,9,0.5938,,0.0,1.0,0.7077,0.8901,61.002,71.829,234.194,38.593,0.20796,0.10944,0.21506
53.0,55.0,11,0.5938,,0.0,1.0,0.3236,0.9808,118.574,68.206,53.357,55.903,0.20796,0.10944,0.21506
54.0,56.0,3056,0.5596,,0.0,0.907,0.6354,0.8023,9.064,212.613,55.594,26.213,0.21738,0.08828,0.14916
54.0,56.0,312,0.5596,,0.0,0.654,0.5365,0.9499,150.101,88.162,235.16,62.37,0.21738,0.08828,0.14916
54.0,56.0,610,0.5596,ETA,0.849,0.151,0.6333,0.9254,163.007,102.807,54.975,65.805,0.21738,0.08828,0.14916
54.0,56.0,427,0.5596,,0.0,0.768,0.9709,0.8946,122.324,201.726,54.987,61.064,0.21738,0.08828,0.14916
54.0,56.0,49,0.5596,,0.0,1.0,0.9861,0.8764,143.114,341.302,234.979,65.949,0.21738,0.08828,0.14916
54.0,56.0,19,0.5596,,0.0,1.0,0.9974,0.9348,128.529,13.328,235.196,63.532,0.21738,0.08828,0.14916
54.0,56.0,69,0.5596,MBC,0.855,0.145,0.5656,0.9487,170.452,264.938,54.981,65.944,0.21738,0.08828,0.14916
54.0,56.0,38,0.5596,,0.0,1.0,0.9246,0.8222,129.677,144.064,55.007,61.862,0.21738,0.08828,0.14916
54.0,56.0,27,0.5596,,0.0,1.0,0.7811,0.8694,177.111,232.235,55.781,67.281,0.21738,0.08828,0.14916
54.0,56.0,14,0.5596,,0.0,1.0,0.2991,0.9622,49.549,115.843,235.274,41.134,0.21738,0.08828,0.14916
54.0,56.0,34,0.5596,,0.0,1.0,0.4956,0.9533,145.727,272.544,55.102,62.798,0.21738,0.08828,0.14916
54.0,56.0,9,0.5596,,0.0,1.0,0.8944,0.9006,74.285,40.624,235.552,43.811,0.21738,0.08828,0.14916
54.0,56.0,20,0.5596,,0.0,1.0,1.005,0.9007,162.175,12.235,235.218,69.222,0.21738,0.08828,0.14916
54.0,56.0,20,0.5596,,0.0,1.0,0.9133,0.8995,143.976,37.575,234.806,66.001,0.21738,0.08828,0.14916
54.0,56.0,11,0.5596,,0.0,1.0,0.7057,0.9305,154.213,249.795,55.332,65.85,0.21738,0.08828,0.14916
54.0,56.0,15,0.5596,,0.0,1.0,0.4075,0.9457,54.839,285.019,55.119,40.493,0.21738,0.08828,0.14916
54.0,56.0,31,0.5596,,0.0,1.0,0.5584,0.9426,109.05,267.14,55.046,55.238,0.21738,0.08828,0.14916
54.0,56.0,24,0.5596,,0.0,1.0,1.0059,0.9685,104.868,351.558,234.94,56.908,0.21738,0.08828,0.14916
54.0,56.0,16,0.5596,,0.0,1.0,0.8321,0.9057,117.993,50.422,235.332,59.207,0.21738,0.08828,0.14916
54.0,56.0,21,0.5596,,0.0,1.0,0.876,0.9113,115.369,315.73,235.19,58.877,0.21738,0.08828,0.14916
54.0,56.0,9,0.5596,,0.0,1.0,0.9101,0.9456,86.512,142.84,55.086,48.855,0.21738,0.08828,0.14916
54.0,56.0,12,0.5596,,0.0,1.0,0.9211,0.9399,97.002,35.662,234.958,53.088,0.21738,0.08828,0.14916
54.0,56.0,15,0.5596,,0.0,0.733,0.9577,0.938,158.972,152.908,54.756,68.856,0.21738,0.08828,0.14916
54.0,56.0,15,0.5596,,0.0,1.0,0.3297,0.9275,157.535,296.395,55.159,60.966,0.21738,0.08828,0.14916
54.0,56.0,8,0.5596,,0.0,1.0,0.8124,0.8583,162.205,124.821,55.064,67.059,0.21738,0.08828,0.14916
54.0,56.0,9,0.5596,,0.0,1.0,0.4448,0.9437,126.305,278.657,55.093,58.737,0.21738,0.08828,0.14916
54.0,56.0,14,0.5596,,0.0,1.0,0.7525,0.9506,84.863,61.491,235.218,48.854,0.21738,0.08828,0.14916
54.0,56.0,11,0.5596,,0.0,1.0,0.5651,0.9103,47.459,265.231,55.224,35.443,0.21738,0.08828,0.14916
54.0,56.0,14,0.5596,,0.0,1.0,0.4344,0.8945,63.256,100.727,234.991,41.779,0.21738,0.08828,0.14916
54.0,56.0,16,0.5596,,0.0,1.0,0.4984,0.8894,69.99,85.33,54.99,42.551,0.21738,0.08828,0.14916
55.0,57.0,3879,0.5671,,0.0,0.902,0.7175,0.8254,12.413,208.068,56.39,29.44,0.16953,0.07742,0.16271
55.0,57.0,376,0.5671,,0.0,0.726,0.5623,0.9341,143.797,84.634,235.84,62.104,0.16953,0.07742,0.16271
55.0,57.0,17,0.5671,,0.0,1.0,1.0083,0.8979,124.886,10.824,235.662,62.017,0.16953,0.07742,0.16271
55.0,57.0,13,0.5671,,0.0,1.0,0.4045,0.9036,157.893,284.827,55.992,62.041,0.16953,0.07742,0.16271
55.0,57.0,11,0.5671,,0.0,1.0,0.3097,0.9377,162.121,296.083,55.817,60.437,0.16953,0.07742,0.16271
55.0,57.0,579,0.5671,ETA,0.794,0.206,0.6408,0.925,162.837,103.609,55.821,65.833,0.16953,0.07742,0.16271
55.0,57.0,42,0.5671,,0.0,1.0,0.9866,0.9409,143.909,341.761,235.654,66.952,0.16953,0.07742,0.16271
55.0,57.0,8,0.5671,,0.0,1.0,0.9534,0.7767,73.031,29.974,236.018,42.231,0.16953,0.07742,0.16271
55.0,57.0,12,0.5671,,0.0,1.0,0.6276,0.9505,63.153,102.821,56.757,40.775,0.16953,0.07742,0.16271
55.0,57.0,11,0.5671,,0.0,1.0,0.3175,0.9731,114.832,293.356,56.229,55.011,0.16953,0.07742,0.16271
55.0,57.0,10,0.5671,,0.0,1.0,0.4,0.9569,109.221,283.841,56.171,55.477,0.16953,0.07742,0.16271
55.0,57.0,20,0.5671,,0.0,1.0,0.6368,0.9369,137.333,104.828,56.502,62.981,0.16953,0.07742,0.16271
55.0,57.0,8,0.5671,,0.0,1.0,1.0015,0.8755,169.347,348.462,236.015,69.697,0.16953,0.07742,0.16271
55.0,57.0,9,0.5671,,0.0,1.0,1.0054,0.9911,105.293,351.199,235.738,57.241,0.16953,0.07742,0.16271
55.0,57.0,12,0.5671,,0.0,1.0,0.2836,0.9547,60.736,118.541,235.729,43.866,0.16953,0.07742,0.16271
55.0,57.0,8,0.5671,,0.0,1.0,1.004,0.9001,162.646,10.09,235.486,69.429,0.16953,0.07742,0.16271
55.0,57.0,11,0.5671,,0.0,1.0,0.8575,0.9193,126.897,312.473,235.895,61.92,0.16953,0.07742,0.16271
55.0,57.0,12,0.5671,,0.0,1.0,0.8948,0.8438,113.446,318.463,236.159,57.539,0.16953,0.07742,0.16271
55.0,57.0,9,0.5671,,0.0,1.0,0.5509,0.9739,80.061,90.947,55.512,46.566,0.16953,0.07742,0.16271
55.0,57.0,8,0.5671,,0.0,1.0,1.0071,0.8923,59.541,352.623,236.324,36.015,0.16953,0.07742,0.16271
55.0,57.0,8,0.5671,,0.0,1.0,1.0062,0.9157,68.02,8.072,235.875,40.648,0.16953,0.07742,0.16271
56.0,58.0,5122,0.606,,0.0,0.84,0.6921,0.8496,24.659,184.721,57.499,35.042,0.19646,0.0796,0.1949
56.0,58.0,17,0.606,,0.0,1.0,0.2995,0.948,163.847,295.079,56.789,61.311,0.19646,0.0796,0.1949
56.0,58.0,10,0.606,,0.0,1.0,0.3607,0.9513,57.767,109.232,237.113,42.23,0.19646,0.0796,0.1949
56.0,58.0,8,0.606,,0.0,1.0,0.6859,0.8905,61.783,71.215,237.165,39.584,0.19646,0.0796,0.1949
56.0,58.0,12,0.606,,0.0,1.0,0.2119,0.9516,162.376,308.519,57.377,58.978,0.19646,0.0796,0.1949
56.0,58.0,8,0.606,,0.0,1.0,0.4525,0.9583,38.131,98.325,237.195,35.095,0.19646,0.0796,0.1949
56.0,58.0,20,0.606,,0.0,1.0,0.9256,0.7662,73.587,36.621,237.013,42.056,0.19646,0.0796,0.1949
56.0,58.0,21,0.606,,0.0,1.0,1.0074,0.9587,68.502,343.334,237.101,41.161,0.19646,0.0796,0.1949
56.0,58.0,10,0.606,,0.0,1.0,0.6269,0.9493,63.283,102.728,56.999,41.105,0.19646,0.0796,0.1949
56.0,58.0,10,0.606,,0.0,1.0,0.5118,0.9528,72.831,87.528,56.943,44.326,0.19646,0.0796,0.1949
57.0,59.0,21,0.5958,,0.0,1.0,0.8508,0.9369,120.475,311.182,237.885,59.978,0.17482,0.08269,0.18629
57.0,59.0,4692,0.5958,,0.0,0.865,0.6718,0.8374,17.255,199.132,58.378,31.861,0.17482,0.08269,0.18629
57.0,59.0,10,0.5958,,0.0,1.0,0.2086,0.9782,155.164,307.251,58.093,59.403,0.17482,0.08269,0.18629
57.0,59.0,15,0.5958,,0.0,1.0,0.2424,0.9703,56.016,303.441,58.372,43.288,0.17482,0.08269,0.18629
57.0,59.0,375,0.5958,,0.0,0.747,0.6304,0.9154,141.645,77.492,238.09,62.953,0.17482,0.08269,0.18629
57.0,59.0,28,0.5958,,0.0,1.0,0.2974,0.9321,160.225,117.051,237.863,60.587,0.17482,0.08269,0.18629
57.0,59.0,11,0.5958,,0.0,1.0,0.9034,0.9767,177.369,146.884,58.677,69.727,0.17482,0.08269,0.18629
57.0,59.0,15,0.5958,,0.0,1.0,0.5445,0.9711,133.522,92.284,58.327,61.566,0.17482,0.08269,0.18629
57.0,59.0,15,0.5958,,0.0,1.0,0.8593,0.8472,156.645,311.789,238.382,66.612,0.17482,0.08269,0.18629
57.0,59.0,11,0.5958,,0.0,1.0,0.8059,0.8099,77.943,57.273,237.563,44.804,0.17482,0.08269,0.18629
57.0,59.0,16,0.5958,,0.0,1.0,0.6613,0.9118,65.407,105.915,58.192,42.294,0.17482,0.08269,0.18629
57.0,59.0,8,0.5958,,0.0,1.0,0.4677,0.9985,102.518,95.38,237.476,54.517,0.17482,0.08269,0.18629
57.0,59.0,9,0.5958,,0.0,1.0,0.7383,0.9007,123.619,114.359,57.81,60.498,0.17482,0.08269,0.18629
57.0,59.0,10,0.5958,,0.0,1.0,1.0058,0.9272,66.876,351.077,237.826,40.263,0.17482,0.08269,0.18629
58.0,60.0,523,0.6259,,0.0,0.822,0.7211,0.9232,142.314,85.77,238.764,63.263,0.21072,0.08785,0.18562
58.0,60.0,4739,0.6259,,0.0,0.898,0.6834,0.8293,16.697,200.301,59.388,31.334,0.21072,0.08785,0.18562
58.0,60.0,20,0.6259,,0.0,1.0,0.7367,0.9027,78.102,65.488,238.725,44.639,0.21072,0.08785,0.18562
58.0,60.0,21,0.6259,,0.0,1.0,0.9009,0.8651,164.95,319.661,238.802,67.758,0.21072,0.08785,0.18562
58.0,60.0,17,0.6259,,0.0,1.0,0.3099,0.8942,41.041,118.16,239.234,36.326,0.21072,0.08785,0.18562
58.0,60.0,11,0.6259,,0.0,1.0,0.2336,0.9514,129.613,306.919,58.285,55.416,0.21072,0.08785,0.18562
58.0,60.0,38,0.6259,,0.0,1.0,0.6678,0.903,68.401,106.466,59.118,42.325,0.21072,0.08785,0.18562
59.0,61.0,4882,0.632,,0.0,0.912,0.7116,0.8328,18.086,201.166,60.436,31.517,0.1772,0.11061,0.18608
59.0,61.0,313,0.632,,0.0,0.802,0.5585,0.9313,144.799,85.12,240.06,62.428,0.1772,0.11061,0.18608
59.0,61.0,15,0.632,,0.0,1.0,0.4956,0.9492,122.321,88.995,60.269,58.195,0.1772,0.11061,0.18608
59.0,61.0,41,0.632,,0.0,1.0,0.8984,0.9097,117.991,319.622,239.62,59.672,0.1772,0.11061,0.18608
59.0,61.0,12,0.632,,0.0,0.833,0.3797,0.5439,66.247,325.759,59.674,31.708,0.1772,0.11061,0.18608
59.0,61.0,15,0.632,,0.0,1.0,0.6965,0.9424,81.944,67.635,240.45,47.973,0.1772,0.11061,0.18608
59.0,61.0,13,0.632,,0.0,1.0,0.997,0.8423,134.135,345.685,240.031,64.514,0.1772,0.11061,0.18608
59.0,61.0,38,0.632,,0.0,1.0,0.9969,0.8653,71.087,19.664,240.314,41.933,0.1772,0.11061,0.18608
59.0,61.0,11,0.632,,0.0,1.0,0.9691,0.8261,141.216,25.036,239.501,65.441,0.1772,0.11061,0.18608
59.0,61.0,21,0.632,,0.0,1.0,0.566,0.917,70.352,92.181,59.659,43.127,0.1772,0.11061,0.18608
59.0,61.0,13,0.632,,0.0,1.0,0.4079,0.9696,102.959,104.872,240.35,53.661,0.1772,0.11061,0.18608
59.0,61.0,10,0.632,,0.0,1.0,0.4438,0.9728,70.512,100.636,240.36,45.481,0.1772,0.11061,0.18608
59.0,61.0,8,0.632,,0.0,1.0,1.0077,0.8325,159.84,8.07,240.222,68.184,0.1772,0.11061,0.18608
60.0,62.0,5459,0.6482,,0.0,0.908,0.7266,0.8465,26.529,192.215,61.451,34.286,0.20935,0.08585,0.25173
60.0,62.0,8,0.6482,,0.0,1.0,0.3362,0.9048,61.027,115.37,241.114,41.656,0.20935,0.08585,0.25173
60.0,62.0,12,0.6482,,0.0,1.0,0.5338,0.9127,67.924,90.726,60.945,42.714,0.20935,0.08585,0.25173
60.0,62.0,18,0.6482,,0.0,1.0,0.4885,0.9537,126.739,85.091,60.994,59.315,0.20935,0.08585,0.25173
60.0,62.0,9,0.6482,,0.0,1.0,0.4044,0.9329,70.722,76.186,61.675,43.611,0.20935,0.08585,0.25173
60.0,62.0,8,0.6482,,0.0,1.0,0.4814,0.9263,69.069,94.955,240.475,42.748,0.20935,0.08585,0.25173
60.0,62.0,12,0.6482,,0.0,1.0,0.4397,0.4557,68.927,325.7,60.839,31.393,0.20935,0.08585,0.25173
61.0,63.0,5098,0.678,,0.0,0.915,0.7051,0.8394,20.978,197.75,62.485,33.16,0.20949,0.07937,0.1824
61.0,63.0,39,0.678,,0.0,0.795,0.943,0.8953,72.274,32.406,242.179,42.194,0.20949,0.07937,0.1824
61.0,63.0,17,0.678,,0.0,1.0,1.0074,0.7715,107.528,9.522,242.34,56.015,0.20949,0.07937,0.1824
61.0,63.0,13,0.678,,0.0,1.0,1.0106,0.9213,57.868,9.341,241.313,35.088,0.20949,0.07937,0.1824
61.0,63.0,9,0.678,,0.0,1.0,0.4349,0.9917,94.958,98.388,242.281,52.302,0.20949,0.07937,0.1824
61.0,63.0,39,0.678,,0.0,0.897,0.6455,0.9333,64.579,103.354,62.01,41.374,0.20949,0.07937,0.1824
61.0,63.0,10,0.678,,0.0,0.7,0.1893,0.763,54.593,331.049,62.657,30.393,0.20949,0.07937,0.1824
61.0,63.0,19,0.678,,0.0,1.0,0.2999,0.9329,166.324,298.056,62.082,60.498,0.20949,0.07937,0.1824
61.0,63.0,18,0.678,,0.0,1.0,0.4998,0.9459,133.446,87.249,61.954,60.899,0.20949,0.07937,0.1824
61.0,63.0,13,0.678,,0.0,1.0,0.2112,0.9628,152.857,129.042,241.452,58.546,0.20949,0.07937,0.1824
62.0,64.0,321,0.6529,,0.0,0.875,0.5894,0.9321,138.086,81.848,242.969,61.817,0.17688,0.09396,0.19966
62.0,64.0,4733,0.6529,,0.0,0.93,0.6939,0.8307,15.319,208.265,63.332,31.373,0.17688,0.09396,0.19966
62.0,64.0,9,0.6529,,0.0,0.778,0.1829,0.7685,54.737,332.631,62.961,30.549,0.17688,0.09396,0.19966
62.0,64.0,8,0.6529,,0.0,1.0,0.122,0.9754,154.432,321.897,63.171,56.619,0.17688,0.09396,0.19966
62.0,64.0,42,0.6529,,0.0,0.667,0.5835,0.8903,70.839,93.29,63.298,43.254,0.17688,0.09396,0.19966
62.0,64.0,135,0.6529,,0.0,1.0,0.9842,0.8823,134.683,328.991,242.966,64.274,0.17688,0.09396,0.19966
62.0,64.0,11,0.6529,,0.0,0.818,0.3369,0.5353,63.003,326.979,62.721,30.19,0.17688,0.09396,0.19966
62.0,64.0,39,0.6529,,0.0,0.795,0.9602,0.8425,72.377,29.549,242.933,41.942,0.17688,0.09396,0.19966
62.0,64.0,18,0.6529,,0.0,1.0,0.4325,0.9632,99.406,99.043,242.906,53.103,0.17688,0.09396,0.19966
62.0,64.0,15,0.6529,,0.0,1.0,0.9716,0.9362,164.832,23.369,242.585,69.797,0.17688,0.09396,0.19966
62.0,64.0,17,0.6529,,0.0,1.0,1.0068,0.9467,62.381,348.814,242.954,38.144,0.17688,0.09396,0.19966
62.0,64.0,18,0.6529,,0.0,1.0,0.2404,0.9433,59.765,126.568,242.663,42.804,0.17688,0.09396,0.19966
62.0,64.0,15,0.6529,,0.0,1.0,0.4549,0.9484,69.29,98.55,242.788,44.355,0.17688,0.09396,0.19966
