window_start,window_end,n_members,subsample_fraction,dominant_iau,dominant_iau_fraction,sporadic_fraction,q_med,e_med,i_med,peri_med,node_med,vgeo_med,thr_d_sh,thr_d_d,thr_d_h
0.0,2.0,5552,0.6006,,0.0,0.883,0.7835,0.8295,28.375,198.763,1.688,34.973,0.19198,0.10001,0.22648
0.0,2.0,24,0.6006,,0.0,1.0,0.4648,0.9668,130.839,83.822,1.026,60.892,0.19198,0.10001,0.22648
0.0,2.0,24,0.6006,,0.0,1.0,0.7008,0.9575,112.304,112.806,0.41,58.629,0.19198,0.10001,0.22648
1.0,3.0,5355,0.6977,,0.0,0.898,0.7975,0.8303,32.193,201.098,2.523,35.657,0.20503,0.09582,0.20081
1.0,3.0,8,0.6977,,0.0,1.0,0.3645,0.8838,111.647,111.167,182.438,54.734,0.20503,0.09582,0.20081
1.0,3.0,17,0.6977,,0.0,1.0,0.5041,0.9436,153.396,268.303,181.84,64.082,0.20503,0.09582,0.20081
1.0,3.0,104,0.6977,,0.0,1.0,0.6129,0.9372,67.234,81.136,181.847,42.737,0.20503,0.09582,0.20081
1.0,3.0,73,0.6977,,0.0,1.0,0.5558,0.9567,143.059,95.467,1.8,62.884,0.20503,0.09582,0.20081
1.0,3.0,15,0.6977,,0.0,1.0,0.4615,0.9794,75.456,84.18,1.768,46.766,0.20503,0.09582,0.20081
1.0,3.0,14,0.6977,,0.0,1.0,0.7275,0.9528,111.472,115.433,1.959,58.112,0.20503,0.09582,0.20081
1.0,3.0,15,0.6977,,0.0,1.0,0.5831,0.9695,60.567,98.962,2.627,40.495,0.20503,0.09582,0.20081
2.0,4.0,5011,0.7901,,0.0,0.918,0.8067,0.8298,27.966,197.534,3.454,34.449,0.20689,0.07852,0.17988
2.0,4.0,43,0.7901,,0.0,1.0,0.6727,0.9414,137.646,108.069,3.127,63.396,0.20689,0.07852,0.17988
2.0,4.0,95,0.7901,,0.0,1.0,0.454,0.9668,66.801,96.283,183.093,44.245,0.20689,0.07852,0.17988
2.0,4.0,12,0.7901,,0.0,1.0,0.3065,0.9606,53.14,294.683,2.894,42.125,0.20689,0.07852,0.17988
2.0,4.0,18,0.7901,,0.0,1.0,0.7611,0.9137,156.664,299.967,182.708,67.218,0.20689,0.07852,0.17988
2.0,4.0,8,0.7901,,0.0,1.0,0.2817,0.9324,161.038,117.922,182.827,61.551,0.20689,0.07852,0.17988
2.0,4.0,13,0.7901,,0.0,1.0,0.3876,0.9755,143.113,76.71,3.148,62.001,0.20689,0.07852,0.17988
2.0,4.0,8,0.7901,,0.0,1.0,0.6402,0.9272,140.476,284.943,182.6,63.906,0.20689,0.07852,0.17988
2.0,4.0,8,0.7901,,0.0,1.0,0.1714,0.9736,41.296,313.393,2.767,41.892,0.20689,0.07852,0.17988
2.0,4.0,39,0.7901,DME,0.769,0.231,0.992,0.9624,58.515,352.049,182.525,36.518,0.20689,0.07852,0.17988
2.0,4.0,8,0.7901,,0.0,1.0,0.9459,0.8843,73.021,27.09,182.435,42.905,0.20689,0.07852,0.17988
2.0,4.0,13,0.7901,,0.0,1.0,0.5796,0.9617,61.957,98.482,2.956,41.535,0.20689,0.07852,0.17988
3.0,5.0,5191,0.7732,,0.0,0.917,0.8013,0.8285,27.504,200.122,4.41,33.789,0.17036,0.10073,0.19919
3.0,5.0,70,0.7732,,0.0,1.0,0.4578,0.982,66.787,95.129,183.923,44.731,0.17036,0.10073,0.19919
3.0,5.0,70,0.7732,,0.0,1.0,0.6287,0.9459,137.104,102.52,4.134,62.222,0.17036,0.10073,0.19919
3.0,5.0,13,0.7732,DME,0.692,0.308,0.9926,0.9636,59.338,352.185,183.898,36.905,0.17036,0.10073,0.19919
3.0,5.0,8,0.7732,,0.0,1.0,0.5802,0.9856,61.682,99.089,3.472,41.433,0.17036,0.10073,0.19919
3.0,5.0,10,0.7732,,0.0,1.0,0.4819,0.9736,157.915,85.702,4.081,64.535,0.17036,0.10073,0.19919
3.0,5.0,8,0.7732,,0.0,1.0,0.8134,0.9477,159.018,307.008,184.332,68.453,0.17036,0.10073,0.19919
4.0,6.0,4943,0.7645,,0.0,0.909,0.8213,0.8266,24.894,198.049,5.33,33.063,0.19584,0.07564,0.18014
4.0,6.0,13,0.7645,,0.0,1.0,0.8892,0.8156,39.644,40.024,185.567,26.782,0.19584,0.07564,0.18014
4.0,6.0,8,0.7645,,0.0,1.0,0.9896,0.8959,100.738,10.429,185.145,55.154,0.19584,0.07564,0.18014
4.0,6.0,11,0.7645,,0.0,1.0,0.816,0.8511,151.066,308.568,185.293,66.418,0.19584,0.07564,0.18014
4.0,6.0,26,0.7645,,0.0,1.0,0.7055,0.9556,144.749,114.301,5.3,64.736,0.19584,0.07564,0.18014
4.0,6.0,14,0.7645,AAL,0.857,0.143,0.0527,0.9731,27.922,337.35,5.017,41.929,0.19584,0.07564,0.18014
4.0,6.0,53,0.7645,,0.0,1.0,0.489,0.9692,67.248,92.333,184.753,44.455,0.19584,0.07564,0.18014
4.0,6.0,13,0.7645,,0.0,1.0,0.2436,0.9667,50.636,302.032,5.058,41.993,0.19584,0.07564,0.18014
4.0,6.0,9,0.7645,,0.0,1.0,0.4662,0.9913,119.048,94.95,185.004,59.01,0.19584,0.07564,0.18014
4.0,6.0,8,0.7645,,0.0,1.0,0.3353,0.932,162.475,111.553,185.09,62.456,0.19584,0.07564,0.18014
4.0,6.0,11,0.7645,,0.0,0.727,0.9953,0.9488,60.415,354.772,185.088,37.012,0.19584,0.07564,0.18014
4.0,6.0,36,0.7645,,0.0,1.0,0.4791,0.9573,141.037,85.597,4.691,61.991,0.19584,0.07564,0.18014
4.0,6.0,9,0.7645,,0.0,1.0,0.502,0.9787,112.109,88.505,4.965,57.066,0.19584,0.07564,0.18014
4.0,6.0,8,0.7645,,0.0,1.0,0.4024,0.9492,80.414,77.376,4.741,47.787,0.19584,0.07564,0.18014
4.0,6.0,8,0.7645,,0.0,1.0,0.6162,0.9658,144.669,283.331,185.449,64.76,0.19584,0.07564,0.18014
5.0,7.0,4308,0.802,,0.0,0.897,0.7645,0.811,16.124,206.66,6.307,29.565,0.1444,0.10326,0.19442
5.0,7.0,201,0.802,,0.0,1.0,0.5839,0.9291,144.838,82.968,185.999,62.565,0.1444,0.10326,0.19442
5.0,7.0,37,0.802,,0.0,1.0,0.4501,0.974,128.605,83.491,6.094,60.839,0.1444,0.10326,0.19442
5.0,7.0,29,0.802,,0.0,1.0,0.2627,0.968,151.794,300.222,5.832,60.546,0.1444,0.10326,0.19442
5.0,7.0,10,0.802,,0.0,1.0,0.9956,0.9491,60.506,354.353,185.402,37.32,0.1444,0.10326,0.19442
5.0,7.0,31,0.802,EOP,0.806,0.194,0.9308,0.9577,168.875,210.554,6.16,70.648,0.1444,0.10326,0.19442
5.0,7.0,32,0.802,,0.0,1.0,0.4461,0.9761,66.71,95.991,186.048,44.764,0.1444,0.10326,0.19442
5.0,7.0,44,0.802,,0.0,1.0,0.9966,0.8559,134.505,177.847,185.921,64.759,0.1444,0.10326,0.19442
5.0,7.0,16,0.802,,0.0,1.0,0.9467,0.844,109.278,332.938,186.32,57.404,0.1444,0.10326,0.19442
5.0,7.0,41,0.802,,0.0,1.0,0.9516,0.8726,133.993,25.436,185.918,65.044,0.1444,0.10326,0.19442
5.0,7.0,8,0.802,,0.0,1.0,0.8878,0.9261,103.938,39.298,186.167,56.58,0.1444,0.10326,0.19442
5.0,7.0,25,0.802,,0.0,1.0,0.8951,0.8884,122.94,141.464,6.232,61.743,0.1444,0.10326,0.19442
5.0,7.0,11,0.802,,0.0,1.0,0.6325,0.9571,69.003,75.764,186.641,44.12,0.1444,0.10326,0.19442
5.0,7.0,15,0.802,,0.0,1.0,0.6644,0.9427,145.485,108.236,5.568,65.105,0.1444,0.10326,0.19442
5.0,7.0,10,0.802,,0.0,1.0,0.7965,0.9393,143.309,53.885,185.774,66.636,0.1444,0.10326,0.19442
5.0,7.0,10,0.802,,0.0,1.0,0.7613,0.949,134.054,119.789,6.155,63.994,0.1444,0.10326,0.19442
5.0,7.0,8,0.802,,0.0,1.0,0.5861,0.9025,173.072,84.361,186.099,66.277,0.1444,0.10326,0.19442
6.0,8.0,5645,0.8093,,0.0,0.919,0.7759,0.8437,35.602,197.183,7.4,36.468,0.2306,0.12091,0.2048
6.0,8.0,8,0.8093,,0.0,1.0,0.1612,0.9857,109.344,316.419,7.116,54.103,0.2306,0.12091,0.2048
6.0,8.0,8,0.8093,,0.0,1.0,0.9676,0.8169,89.427,21.132,186.465,49.854,0.2306,0.12091,0.2048
6.0,8.0,15,0.8093,,0.0,1.0,0.8941,0.929,53.058,37.943,187.024,34.987,0.2306,0.12091,0.2048
6.0,8.0,18,0.8093,,0.0,1.0,0.995,0.9415,61.093,350.658,187.171,37.723,0.2306,0.12091,0.2048
7.0,9.0,5288,0.8736,,0.0,0.914,0.8179,0.8327,30.879,198.66,8.355,34.776,0.19243,0.08402,0.18275
7.0,9.0,27,0.8736,,0.0,1.0,0.4144,0.9909,142.196,79.833,8.086,62.209,0.19243,0.08402,0.18275
7.0,9.0,10,0.8736,,0.0,1.0,0.304,0.985,114.792,294.063,7.305,56.923,0.19243,0.08402,0.18275
7.0,9.0,71,0.8736,,0.0,1.0,0.5089,0.9542,65.307,91.458,188.067,43.443,0.19243,0.08402,0.18275
7.0,9.0,11,0.8736,,0.0,1.0,0.9959,0.9401,60.786,354.338,187.977,37.653,0.19243,0.08402,0.18275
7.0,9.0,14,0.8736,,0.0,1.0,0.8878,0.9601,99.57,39.276,187.897,54.986,0.19243,0.08402,0.18275
8.0,10.0,4524,0.8632,,0.0,0.921,0.7629,0.8238,20.593,200.006,9.382,31.527,0.16701,0.10241,0.17199
8.0,10.0,11,0.8632,,0.0,1.0,0.1743,0.9774,45.77,313.392,8.676,42.765,0.16701,0.10241,0.17199
8.0,10.0,40,0.8632,,0.0,1.0,0.4579,0.976,145.927,84.09,8.543,62.993,0.16701,0.10241,0.17199
8.0,10.0,646,0.8632,,0.0,0.848,0.9131,0.909,131.912,72.524,189.276,62.915,0.16701,0.10241,0.17199
8.0,10.0,11,0.8632,,0.0,1.0,0.7259,0.9576,140.039,296.592,189.136,64.92,0.16701,0.10241,0.17199
8.0,10.0,52,0.8632,,0.0,1.0,0.86,0.9475,158.654,315.564,189.107,67.86,0.16701,0.10241,0.17199
8.0,10.0,14,0.8632,,0.0,1.0,0.9003,0.9476,57.842,37.08,189.184,37.028,0.16701,0.10241,0.17199
8.0,10.0,10,0.8632,,0.0,1.0,0.9974,0.8704,174.691,5.475,189.087,70.48,0.16701,0.10241,0.17199
8.0,10.0,13,0.8632,,0.0,1.0,0.8395,0.9455,93.438,47.574,189.189,52.296,0.16701,0.10241,0.17199
8.0,10.0,11,0.8632,,0.0,1.0,0.9953,0.9543,61.256,353.13,189.017,38.021,0.16701,0.10241,0.17199
8.0,10.0,18,0.8632,,0.0,1.0,0.9135,0.9118,152.768,145.524,9.189,68.258,0.16701,0.10241,0.17199
8.0,10.0,8,0.8632,,0.0,1.0,0.7396,0.9247,33.59,62.783,189.31,28.626,0.16701,0.10241,0.17199
9.0,11.0,5257,0.8266,,0.0,0.913,0.7863,0.8381,29.729,192.348,10.587,35.224,0.22143,0.09603,0.17238
9.0,11.0,25,0.8266,,0.0,1.0,0.866,0.8564,163.615,316.127,189.651,68.599,0.22143,0.09603,0.17238
9.0,11.0,12,0.8266,,0.0,1.0,0.8627,0.9513,141.468,316.347,189.55,66.64,0.22143,0.09603,0.17238
9.0,11.0,37,0.8266,,0.0,1.0,0.7525,0.9168,55.974,60.871,189.785,38.199,0.22143,0.09603,0.17238
9.0,11.0,19,0.8266,,0.0,1.0,0.4659,0.9712,145.714,84.045,9.974,62.416,0.22143,0.09603,0.17238
9.0,11.0,14,0.8266,,0.0,1.0,0.8433,0.9371,93.717,47.202,189.383,52.359,0.22143,0.09603,0.17238
9.0,11.0,8,0.8266,,0.0,1.0,0.6947,0.9512,140.358,290.84,190.381,64.49,0.22143,0.09603,0.17238
9.0,11.0,11,0.8266,,0.0,1.0,0.9053,0.9401,60.473,36.125,189.662,38.369,0.22143,0.09603,0.17238
9.0,11.0,12,0.8266,,0.0,1.0,0.9524,0.9435,67.708,335.006,189.648,40.64,0.22143,0.09603,0.17238
10.0,12.0,4553,0.8755,,0.0,0.915,0.7963,0.8035,18.515,202.22,11.215,29.992,0.15986,0.08673,0.21496
10.0,12.0,32,0.8755,,0.0,1.0,0.4133,0.9773,66.654,99.297,190.828,45.06,0.15986,0.08673,0.21496
10.0,12.0,12,0.8755,,0.0,1.0,0.2098,0.9291,157.428,309.815,10.625,58.498,0.15986,0.08673,0.21496
10.0,12.0,314,0.8755,,0.0,1.0,0.9042,0.8732,136.407,55.859,190.901,64.414,0.15986,0.08673,0.21496
10.0,12.0,97,0.8755,DPA,0.691,0.309,0.9251,0.925,110.113,328.017,190.675,58.302,0.15986,0.08673,0.21496
10.0,12.0,18,0.8755,,0.0,1.0,0.6399,0.9505,139.93,286.007,190.839,63.864,0.15986,0.08673,0.21496
10.0,12.0,20,0.8755,,0.0,1.0,0.3547,0.9744,142.325,72.045,11.405,61.167,0.15986,0.08673,0.21496
10.0,12.0,26,0.8755,,0.0,1.0,0.7342,0.9333,145.894,115.266,10.72,65.401,0.15986,0.08673,0.21496
10.0,12.0,9,0.8755,,0.0,1.0,0.584,0.9511,121.489,98.486,10.774,59.812,0.15986,0.08673,0.21496
10.0,12.0,12,0.8755,,0.0,1.0,0.7247,0.8451,174.261,68.515,190.256,67.67,0.15986,0.08673,0.21496
10.0,12.0,23,0.8755,,0.0,1.0,0.5039,0.8965,116.562,91.129,190.859,57.946,0.15986,0.08673,0.21496
10.0,12.0,18,0.8755,,0.0,1.0,0.3195,0.9273,163.834,114.64,190.878,61.911,0.15986,0.08673,0.21496
10.0,12.0,8,0.8755,,0.0,1.0,0.8583,0.8075,168.962,131.544,11.5,67.876,0.15986,0.08673,0.21496
10.0,12.0,14,0.8755,,0.0,1.0,0.4779,0.9497,136.399,94.187,191.03,62.018,0.15986,0.08673,0.21496
10.0,12.0,10,0.8755,,0.0,1.0,0.9904,0.9438,159.972,349.178,191.132,70.086,0.15986,0.08673,0.21496
10.0,12.0,9,0.8755,,0.0,1.0,0.456,0.9246,156.083,98.535,191.148,63.168,0.15986,0.08673,0.21496
10.0,12.0,9,0.8755,,0.0,1.0,0.4518,0.9636,77.673,83.054,11.08,47.204,0.15986,0.08673,0.21496
10.0,12.0,8,0.8755,,0.0,1.0,0.6356,0.9775,100.748,105.765,11.202,54.73,0.15986,0.08673,0.21496
10.0,12.0,8,0.8755,,0.0,1.0,0.9734,0.9189,66.711,341.206,191.049,40.293,0.15986,0.08673,0.21496
11.0,13.0,3775,0.8345,,0.0,0.918,0.7836,0.7755,12.728,199.123,12.324,26.39,0.1724,0.08419,0.13437
11.0,13.0,445,0.8345,,0.0,0.796,0.9306,0.8884,140.216,210.239,12.048,64.517,0.1724,0.08419,0.13437
11.0,13.0,20,0.8345,,0.0,1.0,0.9785,0.8925,105.178,163.149,11.896,56.677,0.1724,0.08419,0.13437
11.0,13.0,13,0.8345,,0.0,1.0,0.7819,0.8759,145.669,122.516,12.391,65.455,0.1724,0.08419,0.13437
11.0,13.0,66,0.8345,ALO,0.561,0.439,0.2957,0.9776,113.369,294.966,12.117,56.59,0.1724,0.08419,0.13437
11.0,13.0,26,0.8345,,0.0,1.0,0.6232,0.9581,119.67,255.257,11.906,59.949,0.1724,0.08419,0.13437
11.0,13.0,19,0.8345,,0.0,1.0,0.8932,0.8929,101.302,219.355,11.61,55.1,0.1724,0.08419,0.13437
11.0,13.0,11,0.8345,,0.0,1.0,0.9318,0.8906,122.568,148.806,11.979,61.705,0.1724,0.08419,0.13437
11.0,13.0,8,0.8345,,0.0,1.0,0.9194,0.8951,166.322,214.052,12.293,69.662,0.1724,0.08419,0.13437
11.0,13.0,9,0.8345,,0.0,1.0,0.2499,0.984,48.526,120.564,192.47,42.127,0.1724,0.08419,0.13437
11.0,13.0,59,0.8345,,0.0,1.0,0.9205,0.8596,129.04,33.801,192.032,63.062,0.1724,0.08419,0.13437
11.0,13.0,66,0.8345,,0.0,1.0,0.7319,0.9461,137.848,64.607,192.166,64.309,0.1724,0.08419,0.13437
11.0,13.0,23,0.8345,,0.0,1.0,0.5986,0.9075,157.285,81.027,191.929,66.226,0.1724,0.08419,0.13437
11.0,13.0,45,0.8345,,0.0,1.0,0.9959,0.8526,139.988,12.342,192.076,66.004,0.1724,0.08419,0.13437
11.0,13.0,20,0.8345,,0.0,1.0,0.5108,0.9598,135.109,90.871,192.119,61.859,0.1724,0.08419,0.13437
11.0,13.0,8,0.8345,,0.0,1.0,0.4942,0.909,163.101,93.813,192.26,64.515,0.1724,0.08419,0.13437
11.0,13.0,25,0.8345,,0.0,0.64,0.9213,0.9581,111.641,326.598,192.302,58.765,0.1724,0.08419,0.13437
11.0,13.0,25,0.8345,,0.0,1.0,0.382,0.9847,140.11,76.441,12.233,61.401,0.1724,0.08419,0.13437
11.0,13.0,12,0.8345,,0.0,1.0,0.7116,0.9029,125.913,113.392,12.268,60.613,0.1724,0.08419,0.13437
11.0,13.0,9,0.8345,,0.0,1.0,0.6062,0.9368,115.047,101.44,12.377,57.562,0.1724,0.08419,0.13437
11.0,13.0,8,0.8345,,0.0,1.0,0.8808,0.9019,164.659,318.81,192.341,69.027,0.1724,0.08419,0.13437
11.0,13.0,10,0.8345,,0.0,1.0,0.6203,0.9959,98.291,103.824,11.911,54.023,0.1724,0.08419,0.13437
11.0,13.0,19,0.8345,,0.0,1.0,0.4106,0.9768,65.633,101.204,192.125,44.704,0.1724,0.08419,0.13437
12.0,14.0,5553,0.7812,,0.0,0.914,0.8173,0.8282,31.459,193.191,13.323,34.627,0.24289,0.09224,0.22121
12.0,14.0,18,0.7812,,0.0,1.0,0.8361,0.9142,159.2,311.13,192.631,68.173,0.24289,0.09224,0.22121
12.0,14.0,12,0.7812,,0.0,1.0,0.916,0.951,52.442,33.802,193.003,34.228,0.24289,0.09224,0.22121
12.0,14.0,18,0.7812,,0.0,1.0,0.1815,0.9689,146.499,311.305,13.017,58.344,0.24289,0.09224,0.22121
12.0,14.0,10,0.7812,,0.0,1.0,0.4613,0.9148,100.803,277.913,13.028,53.832,0.24289,0.09224,0.22121
12.0,14.0,14,0.7812,,0.0,1.0,0.5397,0.9622,61.947,94.053,12.603,40.303,0.24289,0.09224,0.22121
12.0,14.0,8,0.7812,,0.0,1.0,0.5316,0.9395,97.508,89.253,192.972,53.031,0.24289,0.09224,0.22121
13.0,15.0,4402,0.8481,,0.0,0.895,0.8429,0.8049,19.173,197.004,14.212,29.779,0.22247,0.06639,0.1885
13.0,15.0,266,0.8481,,0.0,1.0,0.852,0.899,137.886,52.236,193.75,64.981,0.22247,0.06639,0.1885
13.0,15.0,12,0.8481,,0.0,1.0,0.3697,0.9418,163.607,106.63,193.911,63.186,0.22247,0.06639,0.1885
13.0,15.0,8,0.8481,,0.0,1.0,0.351,0.9792,139.788,71.341,14.141,60.79,0.22247,0.06639,0.1885
13.0,15.0,28,0.8481,,0.0,1.0,0.9206,0.9613,114.087,327.574,193.906,59.686,0.22247,0.06639,0.1885
13.0,15.0,13,0.8481,,0.0,1.0,0.3461,0.9651,32.671,289.127,13.796,37.459,0.22247,0.06639,0.1885
13.0,15.0,68,0.8481,,0.0,0.838,0.6846,0.958,128.932,109.033,14.181,61.468,0.22247,0.06639,0.1885
13.0,15.0,9,0.8481,,0.0,1.0,0.3485,0.9104,147.342,291.54,13.968,60.977,0.22247,0.06639,0.1885
13.0,15.0,46,0.8481,ALO,0.957,0.043,0.2855,0.9866,111.34,296.54,14.068,55.931,0.22247,0.06639,0.1885
13.0,15.0,16,0.8481,,0.0,1.0,0.2856,0.9799,47.807,115.906,193.724,41.996,0.22247,0.06639,0.1885
13.0,15.0,14,0.8481,,0.0,1.0,0.3914,0.9743,64.318,103.143,193.81,44.189,0.22247,0.06639,0.1885
13.0,15.0,12,0.8481,,0.0,1.0,0.4508,0.9492,141.067,96.966,193.537,62.303,0.22247,0.06639,0.1885
13.0,15.0,11,0.8481,,0.0,1.0,0.537,0.9147,164.62,87.784,193.318,65.375,0.22247,0.06639,0.1885
13.0,15.0,8,0.8481,,0.0,1.0,0.9781,0.7296,147.999,341.877,193.317,65.89,0.22247,0.06639,0.1885
13.0,15.0,8,0.8481,,0.0,1.0,0.2821,0.9667,149.208,298.336,14.056,61.023,0.22247,0.06639,0.1885
13.0,15.0,8,0.8481,,0.0,1.0,0.8763,0.742,151.876,224.924,14.212,66.024,0.22247,0.06639,0.1885
13.0,15.0,8,0.8481,,0.0,1.0,0.7657,0.8332,134.54,300.097,193.855,62.551,0.22247,0.06639,0.1885
14.0,16.0,5112,0.8382,,0.0,0.904,0.8272,0.821,24.423,194.975,15.279,31.973,0.18007,0.08823,0.18517
14.0,16.0,8,0.8382,,0.0,1.0,0.5079,0.8636,44.61,94.576,194.85,35.675,0.18007,0.08823,0.18517
14.0,16.0,9,0.8382,,0.0,1.0,0.2008,0.979,53.349,307.687,15.106,43.977,0.18007,0.08823,0.18517
14.0,16.0,133,0.8382,,0.0,0.857,0.6716,0.959,132.989,108.103,15.173,61.634,0.18007,0.08823,0.18517
14.0,16.0,34,0.8382,ALO,0.941,0.059,0.2816,0.9835,110.806,296.619,14.807,55.857,0.18007,0.08823,0.18517
14.0,16.0,13,0.8382,,0.0,1.0,0.3858,0.9559,65.195,104.57,194.622,44.626,0.18007,0.08823,0.18517
14.0,16.0,15,0.8382,,0.0,1.0,0.9223,0.96,137.346,327.368,195.604,66.17,0.18007,0.08823,0.18517
14.0,16.0,15,0.8382,,0.0,1.0,0.8632,0.8902,158.407,315.132,195.117,68.31,0.18007,0.08823,0.18517
14.0,16.0,12,0.8382,,0.0,1.0,0.9718,0.8566,112.942,340.421,195.433,58.085,0.18007,0.08823,0.18517
14.0,16.0,13,0.8382,,0.0,1.0,0.7213,0.9332,41.9,65.45,195.455,32.389,0.18007,0.08823,0.18517
14.0,16.0,8,0.8382,,0.0,1.0,0.7377,0.8687,134.739,296.441,194.806,63.148,0.18007,0.08823,0.18517
15.0,17.0,4269,0.7275,,0.0,0.885,0.8431,0.7929,15.212,195.894,16.414,28.257,0.14433,0.08149,0.15914
15.0,17.0,10,0.7275,,0.0,1.0,0.9826,0.2858,4.472,202.716,15.954,5.472,0.14433,0.08149,0.15914
15.0,17.0,134,0.7275,,0.0,1.0,0.7896,0.9193,135.21,55.971,196.311,64.308,0.14433,0.08149,0.15914
15.0,17.0,28,0.7275,ALO,1.0,0.0,0.2838,0.9763,110.452,296.658,15.976,55.636,0.14433,0.08149,0.15914
15.0,17.0,8,0.7275,,0.0,1.0,0.2792,0.9691,140.993,297.933,16.05,60.202,0.14433,0.08149,0.15914
15.0,17.0,145,0.7275,,0.0,0.897,0.5827,0.9374,150.909,262.39,16.057,64.245,0.14433,0.08149,0.15914
15.0,17.0,54,0.7275,AED,0.537,0.463,0.7323,0.9463,123.262,116.623,16.25,61.342,0.14433,0.08149,0.15914
15.0,17.0,30,0.7275,,0.0,1.0,0.5474,0.9265,161.309,86.376,195.797,65.586,0.14433,0.08149,0.15914
15.0,17.0,31,0.7275,,0.0,1.0,0.6019,0.9754,133.217,101.245,16.242,62.669,0.14433,0.08149,0.15914
15.0,17.0,16,0.7275,,0.0,1.0,0.897,0.9803,169.048,217.524,16.062,70.354,0.14433,0.08149,0.15914
15.0,17.0,19,0.7275,,0.0,0.526,0.3688,0.9752,142.058,73.658,16.528,61.072,0.14433,0.08149,0.15914
15.0,17.0,12,0.7275,,0.0,1.0,0.2847,0.9848,44.481,116.003,196.827,41.282,0.14433,0.08149,0.15914
15.0,17.0,44,0.7275,,0.0,1.0,0.9469,0.8623,126.121,151.947,16.191,62.483,0.14433,0.08149,0.15914
15.0,17.0,12,0.7275,,0.0,1.0,0.4557,0.9094,113.795,82.586,16.11,56.325,0.14433,0.08149,0.15914
15.0,17.0,27,0.7275,,0.0,1.0,0.9921,0.8769,132.101,11.796,196.036,64.032,0.14433,0.08149,0.15914
15.0,17.0,15,0.7275,,0.0,1.0,0.4065,0.9307,159.457,103.308,195.638,63.353,0.14433,0.08149,0.15914
15.0,17.0,14,0.7275,,0.0,1.0,0.9251,0.892,157.337,147.094,15.752,68.607,0.14433,0.08149,0.15914
15.0,17.0,15,0.7275,,0.0,1.0,0.4451,0.9583,118.373,277.239,16.166,58.476,0.14433,0.08149,0.15914
15.0,17.0,21,0.7275,,0.0,1.0,0.7724,0.9822,145.712,122.979,16.34,66.535,0.14433,0.08149,0.15914
15.0,17.0,13,0.7275,,0.0,1.0,0.9964,0.958,89.199,351.528,196.551,51.091,0.14433,0.08149,0.15914
16.0,18.0,5287,0.627,,0.0,0.885,0.8085,0.828,29.0,192.595,17.425,33.554,0.19778,0.08339,0.18889
16.0,18.0,41,0.627,ALO,0.659,0.341,0.3137,0.9667,111.104,293.968,17.174,56.214,0.19778,0.08339,0.18889
16.0,18.0,10,0.627,,0.0,1.0,0.9954,0.3236,78.507,181.595,17.459,40.73,0.19778,0.08339,0.18889
16.0,18.0,8,0.627,,0.0,1.0,0.3876,0.9849,63.867,104.5,197.41,44.38,0.19778,0.08339,0.18889
16.0,18.0,8,0.627,,0.0,1.0,0.5478,0.9879,68.971,84.802,197.406,44.624,0.19778,0.08339,0.18889
16.0,18.0,15,0.627,,0.0,1.0,0.8942,0.9517,111.745,321.709,197.034,58.719,0.19778,0.08339,0.18889
16.0,18.0,11,0.627,,0.0,1.0,0.9969,0.9191,88.39,352.328,196.952,50.055,0.19778,0.08339,0.18889
16.0,18.0,10,0.627,,0.0,1.0,0.9433,0.9129,174.747,330.648,197.179,70.235,0.19778,0.08339,0.18889
17.0,19.0,4687,0.5921,,0.0,0.878,0.7995,0.8127,20.172,202.153,18.231,30.142,0.18234,0.09347,0.15944
17.0,19.0,311,0.5921,,0.0,1.0,0.7597,0.906,139.755,65.46,198.055,63.92,0.18234,0.09347,0.15944
17.0,19.0,151,0.5921,,0.0,0.536,0.7114,0.9662,124.931,113.133,17.905,61.498,0.18234,0.09347,0.15944
17.0,19.0,9,0.5921,,0.0,1.0,0.8525,0.9306,115.015,134.458,17.892,59.459,0.18234,0.09347,0.15944
17.0,19.0,22,0.5921,,0.0,1.0,0.7955,0.9697,166.93,125.586,17.754,69.028,0.18234,0.09347,0.15944
17.0,19.0,10,0.5921,,0.0,1.0,0.3504,0.9585,139.523,108.833,198.723,60.578,0.18234,0.09347,0.15944
17.0,19.0,17,0.5921,,0.0,1.0,0.9701,0.8123,128.301,339.008,198.423,62.428,0.18234,0.09347,0.15944
17.0,19.0,8,0.5921,,0.0,1.0,0.6915,0.9524,147.446,110.918,17.737,65.35,0.18234,0.09347,0.15944
17.0,19.0,26,0.5921,ACU,0.808,0.192,0.293,0.9885,46.436,114.963,198.156,41.587,0.18234,0.09347,0.15944
17.0,19.0,10,0.5921,,0.0,1.0,0.4086,0.9407,62.873,102.815,198.565,43.344,0.18234,0.09347,0.15944
17.0,19.0,10,0.5921,,0.0,1.0,0.7901,0.9372,61.84,57.097,198.304,39.357,0.18234,0.09347,0.15944
17.0,19.0,8,0.5921,,0.0,1.0,0.9248,1.0034,167.96,147.682,18.084,70.718,0.18234,0.09347,0.15944
17.0,19.0,10,0.5921,,0.0,1.0,0.8924,0.9644,110.636,320.732,197.843,58.748,0.18234,0.09347,0.15944
18.0,20.0,5425,0.6167,,0.0,0.881,0.7682,0.8385,33.616,191.161,19.421,35.309,0.18453,0.11386,0.19015
18.0,20.0,30,0.6167,,0.0,1.0,0.8663,0.893,159.633,315.971,199.145,68.226,0.18453,0.11386,0.19015
